x,y1,y2,y3,y4
-6.5,-0.38507503,0.43348268,-280.68945,-17.428635
-6.4,-0.5514223,0.051693954,-268.08264,-17.407001
-6.3,-0.20192927,-0.27756196,-256.84058,-16.829378
-6.2,0.505429,-0.31058696,-244.15292,-16.137783
-6.1,0.2835778,-0.4163755,-233.39146,-16.55122
-6.0,0.6393239,-0.38663107,-221.64153,-16.352491
-5.9,0.43404108,-0.8689721,-211.00848,-16.052082
-5.8,0.96274024,-0.29667258,-200.69894,-15.144922
-5.7,0.06304596,-0.9126116,-191.2075,-14.935393
-5.6,0.8974632,-0.7220329,-180.99934,-14.450468
-5.5,1.0572368,-0.667011,-171.80841,-14.99015
-5.4,0.54585165,-0.84388757,-162.74585,-14.225136
-5.3,0.39524776,-0.50136083,-153.70587,-14.1720915
-5.2,0.68267804,-0.46805954,-146.28542,-13.118625
-5.1,1.0949337,-0.85226023,-138.1976,-13.598002
-5.0,1.2861667,-0.8418896,-129.5451,-12.635266
-4.9,0.70220506,-1.088328,-122.85378,-12.3306465
-4.8,0.50929105,-0.9640104,-115.297035,-12.045353
-4.7,1.2559427,-1.3600467,-108.4007,-11.966792
-4.6,0.6087637,-0.89157736,-101.9695,-11.358651
-4.5,0.8582197,-0.6828665,-95.93722,-11.449636
-4.4,0.83310884,-0.5307166,-89.737915,-11.556493
-4.3,1.2926818,-0.46458218,-83.71042,-10.652935
-4.2,0.57683575,-0.9047393,-77.99865,-10.934117
-4.1,0.80917263,-1.2785846,-73.318504,-10.584209
-4.0,0.6797323,-1.1512061,-67.98447,-9.548772
-3.9,0.6863743,-0.4607834,-63.260284,-10.169178
-3.8,0.123092376,-0.58788174,-58.46806,-9.466334
-3.7,0.8475249,-0.32407543,-54.384537,-9.375599
-3.6,0.5327345,-0.3579231,-50.15732,-8.939578
-3.5,-0.027083239,-0.25711185,-46.814926,-8.744582
-3.4,0.11069569,-0.29967228,-42.375008,-8.496551
-3.3,0.41730592,0.09748318,-38.76975,-7.4730315
-3.2,0.35440278,0.15686391,-36.34862,-7.9840794
-3.1,-0.48984173,-0.25634405,-33.24815,-6.937497
-3.0,-0.1997145,0.047822744,-30.385332,-7.048422
-2.9,0.1663811,0.3436599,-26.979977,-6.6378927
-2.8,0.10272879,0.5775717,-25.251991,-6.7242255
-2.7,-0.06774218,0.47611454,-21.981382,-5.7471786
-2.6,-0.3819693,0.25071797,-20.48945,-5.4295774
-2.5,-0.51283556,1.0492419,-18.44763,-5.878457
-2.4,-0.33391953,0.44579715,-15.929767,-5.42209
-2.3,-0.6673425,0.9812051,-14.107819,-4.842215
-2.2,-0.92915416,0.44593245,-12.707665,-4.920876
-2.1,-0.661372,1.0058858,-11.787377,-4.379307
-2.0,-1.1772861,0.45531598,-9.578059,-4.1117363
-1.9,-0.98842806,0.71857476,-9.052799,-3.8150742
-1.8,-0.7746435,0.96159065,-7.8707285,-3.6109974
-1.7,-0.6970538,0.67591965,-6.479665,-3.3102093
-1.6,-1.2164996,0.60397005,-5.768555,-2.7999425
-1.5,-1.1685079,0.56084466,-4.8582187,-2.3099592
-1.4,-0.53961223,0.74805593,-4.2737155,-2.692579
-1.3,-0.7410638,0.5502985,-3.2415364,-1.5745199
-1.2,-0.61268336,0.5188048,-2.7741382,-2.0836937
-1.1,-0.91819423,1.0295079,-2.0335858,-1.3736845
-1.0,-1.3357023,1.2815516,-1.9991784,-0.84467095
-0.9,-0.4738245,0.55396545,-1.9915786,-0.2739841
-0.8,-1.1323969,0.3077269,-0.9325549,-0.4265186
-0.7,-0.1550512,1.0922073,-0.7164688,0.24682926
-0.6,-0.4896302,0.38152817,-0.9998872,0.11952458
-0.5,-0.42382044,0.87415755,-0.3938548,0.47772375
-0.4,-0.06592408,0.47246975,-0.47883543,1.09941
-0.3,0.035344552,0.19990206,-0.7421724,0.98430216
-0.2,0.1789908,0.44107947,-0.54784226,1.5618474
-0.1,-0.59314966,0.11032109,0.34743634,1.7378609
2.842171e-13,-0.06986349,0.12076264,0.080934934,1.8402536
0.1,0.47143555,-0.10547657,0.59060794,1.9034156
0.2,-0.083320126,0.0017851879,-0.16106367,2.987231
0.3,0.65402836,0.1854489,-0.13804096,3.3820941
0.4,0.6881302,-0.22188644,0.067750715,2.7733538
0.5,0.2713205,-0.26397154,0.92552114,3.2609792
0.6,0.30873355,-0.13953355,0.42615527,3.5817392
0.7,0.6552238,-0.851016,1.1773192,4.112433
0.8,0.54581094,-0.29182845,1.5813559,3.934391
0.9,1.0662585,-0.82074845,1.8284675,4.7878604
1.0,1.2167748,-0.38761225,1.9680827,5.199504
1.1,0.7186357,-1.3396108,1.985455,5.167442
1.2,0.7380879,-1.242953,3.1790183,5.262747
1.3,1.1255506,-0.7034179,3.0417378,5.5583673
1.4,0.6647755,-0.53515285,3.6881032,5.8639812
1.5,1.3229427,-1.1688336,5.1889524,6.61504
1.6,1.0720971,-0.7148406,5.204118,6.8378744
1.7,0.78532034,-1.4320974,6.4541264,6.6622963
1.8,0.98291624,-1.1555601,7.3255625,6.997779
1.9,0.55782974,-0.7271695,8.263338,7.94477
2.0,0.4160609,-1.3587006,9.80236,7.9723535
2.1,0.8674709,-1.0715406,11.761786,8.568846
2.2,0.45104718,-1.218095,13.056426,9.024827
2.3,0.45344064,-0.85137767,14.634021,8.954887
2.4,0.28745082,-0.90801066,16.203281,9.4480295
2.5,0.35056236,-0.5074306,17.64114,9.606021
2.6,0.17366003,-0.65482897,19.847403,9.432813
2.7,0.90071857,-0.012189829,22.263859,9.837298
2.8,0.45176014,-0.09869542,24.848907,10.400267
2.9,0.33232635,-0.005728803,27.475805,10.42273
3.0,0.102394655,-0.1145988,30.470364,10.92542
3.1,-0.17201409,-0.04375261,32.95753,10.9066925
3.2,-0.30679348,0.017967714,35.837715,11.458192
3.3,-0.35590667,0.14537975,38.866707,11.489933
3.4,0.013599183,0.10582601,42.23276,12.459684
3.5,-0.5011048,0.57140887,46.709774,12.445649
3.6,-0.5609068,0.75811577,50.352947,13.093983
3.7,-0.18519203,0.57403785,54.49002,13.570833
3.8,-1.0443842,0.58402944,59.086235,13.362189
3.9,-0.44262078,0.66298383,63.32294,14.057741
4.0,-1.0876187,1.0760789,68.127174,13.611403
4.1,-1.0277473,0.40541193,73.02907,14.373758
4.2,-0.8869592,0.5367499,78.08091,15.02574
4.3,-0.5789629,0.72001415,84.26056,15.091335
4.4,-0.90482527,1.284351,89.828476,15.32378
4.5,-0.66732997,1.0399975,95.216606,15.59293
4.6,-0.7142156,0.85730636,102.28461,16.11281
4.7,-1.4087791,0.649483,108.884796,15.771933
4.8,-1.1963146,1.2374808,115.84446,16.637444
4.9,-1.1902248,0.6932328,122.707794,17.077
5.0,-0.7232693,0.5045336,129.8583,16.681736
5.1,-0.8443211,1.2779425,138.14598,17.413206
5.2,-0.66515017,0.8912207,145.8021,17.765713
5.3,-0.46062455,1.0278335,153.77185,18.26422
5.4,-0.94393504,1.0603619,163.16298,18.48455
5.5,-0.7702359,0.7365095,171.61504,18.121937
5.6,-0.94777524,0.39532652,181.17065,18.395742
5.7,-0.8927488,0.73402476,190.65387,19.463242
5.8,-0.74494255,0.6341407,200.96242,19.141375
5.9,-0.30958608,0.56662124,211.48936,19.388712
6.0,-0.0032951396,0.7040343,222.30136,19.871742
6.1,-0.061063677,-0.07222267,233.26013,20.624542
6.2,0.12908609,-0.2483054,244.97365,20.739222
6.3,0.10992614,0.12000178,256.1569,20.53526
6.4,0.08270005,-0.514865,268.53802,21.344343
6.5,0.17871147,0.029917894,280.6743,21.633583
6.6,0.4766497,-0.4055943,294.06644,22.151897
6.7,0.27821198,-0.14359301,307.1997,21.999254
6.8,0.6198082,-0.18633616,320.9824,22.112844
6.9,0.80790895,-0.84393543,335.21667,22.998045
7.0,1.1118188,-0.627816,350.42776,22.675425
7.1,1.1619109,-0.54416484,364.86807,23.590576
7.2,0.63450384,-0.9734935,380.5678,23.588223
7.3,0.57500774,-0.72735447,396.16464,24.328728
7.4,1.2967168,-1.1015264,412.7113,23.936752
7.5,0.4699964,-0.95494854,429.87006,24.741804
7.6,0.63449055,-0.871648,446.9499,24.527386
7.7,1.2165519,-0.902885,464.19736,25.511047
7.8,0.71618456,-0.92598635,482.39383,25.3375
7.9,1.1143613,-0.9750632,501.30884,25.336535
8.0,1.0539621,-1.3616862,519.68207,25.935722
8.1,0.9991019,-0.59407735,539.80176,25.946707
8.2,0.9521076,-0.5027203,559.2006,26.8342
8.3,1.0526798,-0.69135445,580.45935,26.569355
8.4,0.6898189,-0.4505845,600.7619,27.07939
8.5,0.5915551,-1.0123199,623.11584,27.792442
8.6,1.0345634,-0.9298463,645.0133,28.027727
8.7,0.3934219,-0.24196137,667.4494,28.01689
8.8,0.8045313,-0.2820324,690.5541,28.115536
8.9,0.45393625,-0.4295155,713.5365,28.635975
9.0,0.1322067,-0.43051946,737.5412,29.402729
9.1,-0.03527904,-0.39771062,762.86475,29.161327
9.2,0.37417644,-0.58108515,787.73035,29.252602
9.3,0.23911223,-0.48583937,813.52295,29.548355
9.4,0.062369306,-0.2248007,839.85016,30.635357
9.5,-0.08160337,-0.33474773,866.95917,30.218555
9.6,-0.30993608,-0.084460765,894.7137,30.918577
9.7,-0.3346774,0.06203911,922.0669,30.663025
9.8,-0.71134996,-0.044074696,950.6735,31.589527
9.9,-0.21501255,-0.027594123,980.43066,32.083
10.0,-0.6051123,0.8379889,1009.5297,31.738688
10.1,-0.21601339,1.0052291,1040.0826,32.32713
10.2,-0.7452489,0.37542272,1071.0726,32.78553
10.3,-1.0592436,0.4377001,1102.794,33.312584
10.4,-0.9988744,0.43053052,1134.9823,33.172474
10.5,-1.0290506,0.72038126,1167.7778,33.76193
10.6,-0.7343939,0.8861771,1201.1394,34.297855
10.7,-0.9773495,1.0966067,1235.4596,34.544262
10.8,-0.72365576,0.9939511,1270.4791,34.82606
10.9,-0.848046,1.3264282,1306.1967,35.15583
11.0,-1.4706974,1.3002124,1341.9723,35.454266
11.1,-0.54952407,0.83423513,1379.1454,35.572586
11.2,-1.1270382,1.3764974,1416.2285,36.06737
11.3,-0.5840542,0.6117186,1454.2686,35.590343
11.4,-1.3441565,0.7447034,1492.5013,36.571465
11.5,-0.7475991,1.2566781,1532.3962,36.845398
11.6,-0.6224782,1.037867,1572.0679,36.93594
11.7,-1.0258193,0.83602905,1612.9089,36.850586
11.8,-1.1167061,1.1086003,1654.4717,37.515785
11.9,-0.23795585,0.7138803,1697.282,38.05409
12.0,-0.22073306,0.4581208,1740.3541,38.093678
12.1,-0.59397024,0.10456442,1783.406,38.07366
12.2,-0.46023962,0.81949526,1827.7041,38.797585
12.3,-0.58305985,0.054994717,1872.7664,38.532776
12.4,0.04281599,0.5588108,1918.875,39.01914
12.5,0.19120732,-0.3466382,1966.1045,39.20951
12.6,0.064638965,0.0025606973,2012.792,39.76716
12.7,0.54303265,-0.42669332,2060.9553,40.423534
12.8,0.36285272,-0.50753605,2109.845,40.11652
12.9,0.24423262,-0.03872378,2159.5334,40.24197
13.0,0.5215976,-0.72013855,2210.1777,40.62927
13.1,0.6970878,-0.009431882,2261.2817,41.19788
13.2,0.5353248,-0.8432407,2313.5889,42.061867
13.3,0.34104118,-0.2676641,2365.799,42.311142
13.4,0.38380155,-0.6534091,2419.738,42.35736
13.5,0.9288642,-0.82121974,2473.7493,42.910393
13.6,0.8586787,-0.86823887,2528.6829,42.845642
13.7,1.0353613,-1.3547335,2584.75,43.526123
13.8,1.2759492,-0.59145206,2641.4456,43.111607
13.9,0.49167946,-0.58787745,2699.9421,43.423035
14.0,0.6586427,-1.0272064,2757.9458,44.108
14.1,0.6519085,-1.0075588,2817.7205,44.011925
14.2,0.7762758,-1.3007376,2877.1013,44.60505
14.3,0.99073565,-0.94333684,2938.4917,45.14962
14.4,1.153486,-0.574519,2999.9636,45.225437
14.5,1.0272741,-1.2429241,3063.388,45.56145
14.6,1.0299125,-0.61802113,3126.7185,46.29472
14.7,0.6634823,-0.5319928,3191.3945,46.192394
14.8,0.35076687,-1.00297,3256.695,46.157074
14.9,0.5734267,-0.9413781,3322.9355,46.211407
15.0,0.74403733,-0.79156023,3389.5623,46.923317
15.1,0.14264992,-0.509166,3458.4434,47.31173
15.2,0.82309794,-0.16574124,3526.5168,47.859535
15.3,0.40404156,0.04871969,3597.24,48.138004
15.4,-0.1658918,-0.24577771,3667.6387,48.115154
15.5,0.15579142,-0.24440034,3739.427,48.906597
15.6,0.42632988,-0.05400698,3812.4163,48.69086
15.7,0.13597764,-0.034559816,3885.819,48.751312
15.8,-0.3427087,0.5910315,3960.0723,49.487965
15.9,-0.41916302,-0.22797653,4035.141,50.139515
16.0,-0.62244785,0.5566822,4112.0986,50.324512
16.1,-0.23242894,0.48421738,4189.7437,50.184525
16.2,-0.7766283,0.05456379,4267.251,50.80504
16.3,-0.6255049,0.47753322,4346.8867,50.53574
16.4,-0.8029782,0.66509306,4427.1455,51.46881
16.5,-0.5482246,0.22332245,4508.4478,51.439148
16.6,-1.0920601,1.0849342,4591.2354,51.8303
16.7,-0.5710449,0.37129983,4674.286,52.508335
16.8,-1.2862713,0.54768586,4758.5425,51.966827
16.9,-0.49480358,1.1391519,4843.358,52.498657
17.0,-1.0314275,0.9816684,4930.244,53.034462
17.1,-0.6923262,0.8803504,5017.397,52.984867
17.2,-0.7548109,1.1409278,5105.942,53.233894
17.3,-0.6672591,1.3481565,5195.492,54.131058
17.4,-0.88887906,0.6174699,5285.081,54.140793
17.5,-0.9458577,0.85513103,5376.5234,54.893192
17.6,-0.5278919,0.98416746,5469.7188,54.483646
17.7,-0.8682274,1.1095083,5563.239,55.51621
17.8,-0.842829,0.82302773,5657.258,55.123512
17.9,-1.2509657,0.89445996,5753.022,55.75537
18.0,-1.1005745,0.71806484,5850.002,56.428272
18.1,-0.51440114,0.61334115,5948.264,56.620792
18.2,-0.34144017,0.549347,6046.5234,56.260544
18.3,-0.5688889,0.26747638,6146.9233,56.637505
18.4,-0.017290644,0.28888544,6248.0767,56.87893
18.5,-0.65755033,0.6255717,6350.1294,57.37628
18.6,0.16872866,-0.13127558,6453.615,58.087986
18.7,-0.63948643,-0.18920758,6557.759,57.831394
18.8,0.27439153,0.2926666,6663.0483,58.75195
18.9,0.15153033,0.3970339,6770.1978,59.054085
19.0,0.05358955,-0.23777235,6878.102,59.315304
19.1,0.26057932,-0.52725494,6987.2993,59.606842
19.2,0.5504918,0.006835001,7097.2783,59.23749
19.3,0.6006528,-0.14836589,7208.4805,60.11891
19.4,0.22551453,-0.20596997,7321.0654,59.797325
19.5,0.97682965,-0.94269574,7434.549,60.11916
19.6,0.46257293,-0.94757897,7548.7197,60.74485
19.7,0.9156823,-1.0339463,7664.76,61.520294
19.8,1.1969801,-0.9554423,7781.929,60.991844
19.9,0.8183852,-0.48811647,7900.731,61.907253
